date,new,total,recovered,dead,first,second,half,full,average,reff
2021-06-05,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-06,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-07,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-08,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-09,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-10,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-11,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-12,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-13,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-14,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-15,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-16,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-17,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-18,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-19,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-20,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-21,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-22,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-23,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-24,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-25,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-26,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-27,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-28,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-29,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-06-30,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-07-01,0.0,124.0,121.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-07-02,0.0,124.0,121.0,3.0,116363.576,39537.512,0.223322492689251,0.11492995052526933,0.0,
2021-07-03,0.0,124.0,121.0,3.0,119078.016,41519.219,0.22545244379589205,0.12069049224740853,0.0,
2021-07-04,0.0,124.0,121.0,3.0,119507.516,41832.427,0.22579048817780673,0.12160094356625022,0.0,
2021-07-05,0.0,124.0,121.0,3.0,119865.719,42329.728,0.22538614998226814,0.12304652717621958,0.0,
2021-07-06,0.0,124.0,121.0,3.0,123373.875,44693.782,0.2287118925392571,0.1299184975030086,0.0,
2021-07-07,0.0,124.0,121.0,3.0,124085.127,45395.168,0.228740571604644,0.13195732731807425,0.0,
2021-07-08,0.0,124.0,121.0,3.0,126762.63,46441.416,0.23348239897213488,0.13499862214909858,0.0,
2021-07-09,0.0,124.0,121.0,3.0,127445.535,47273.583,0.23304851546739377,0.1374176138180423,0.0,
2021-07-10,0.0,124.0,121.0,3.0,129657.46,48671.357,0.23541513717464987,0.14148074496968147,0.0,
2021-07-11,0.0,124.0,121.0,3.0,130226.118,49089.523,0.23585259611527437,0.14269629433685838,0.0,
2021-07-12,0.0,124.0,121.0,3.0,130454.612,49473.536,0.23540052439726292,0.14381256576767223,0.0,
2021-07-13,0.0,124.0,121.0,3.0,133247.221,51714.306,0.23700464225293155,0.15032616695832146,0.0,
2021-07-14,0.0,124.0,121.0,3.0,134737.586,52962.14,0.23770964553768165,0.153953443755196,0.0,
2021-07-15,0.0,124.0,121.0,3.0,136070.754,54140.835,0.23815867668176294,0.15737974326626242,0.0,
2021-07-16,0.0,124.0,121.0,3.0,136806.917,54945.513,0.23795951327562245,0.15971882830349926,0.0,
2021-07-17,0.0,124.0,121.0,3.0,138246.601,56086.723,0.23882713494218258,0.16303616422587452,0.0,
2021-07-18,0.0,124.0,121.0,3.0,138725.923,56754.789,0.2382784828524421,0.16497813751765916,0.0,
2021-07-19,0.0,124.0,121.0,3.0,138992.213,56863.912,0.2387353450731656,0.16529534263140452,0.0,
2021-07-20,0.0,124.0,121.0,3.0,146588.35,62025.18,0.2458131645805113,0.18029841808763597,0.0,
2021-07-21,0.0,124.0,121.0,3.0,148016.867,63258.853,0.24637954850674681,0.1838845308621161,0.0,
2021-07-22,0.0,124.0,121.0,3.0,148710.93899999998,63903.595,0.24652294383368115,0.185758704587604,0.0,
2021-07-23,0.0,124.0,121.0,3.0,151227.809,66015.25,0.24770084647717827,0.19189698675053923,0.0,
2021-07-24,0.0,124.0,121.0,3.0,151762.966,66759.95199999999,0.24709172882498967,0.19406173004587018,0.0,
2021-07-25,0.0,124.0,121.0,3.0,152259.468,67215.603,0.24721047689919592,0.19538624300173832,0.0,
2021-07-26,0.0,124.0,121.0,3.0,152515.45,67309.732,0.24768096065857786,0.1956598626800072,0.0,
2021-07-27,0.0,124.0,121.0,3.0,160231.847,72620.94,0.2546725046073707,0.21109879249100327,0.0,
2021-07-28,0.0,124.0,121.0,3.0,162160.302,74100.348,0.255977820670089,0.21539922212468096,0.0,
2021-07-29,0.0,124.0,121.0,3.0,158586.0,73361.0,0.2477370107030528,0.2132500421494474,0.0,
2021-07-30,0.0,124.0,121.0,3.0,159327.0,74508.0,0.2465568261756789,0.21658420878220072,0.0,
2021-07-31,0.0,124.0,121.0,3.0,162249.0,76910.0,0.24806839256541885,0.2235664827594226,0.0,
2021-08-01,0.0,124.0,121.0,3.0,163728.0,78713.0,0.2471265704302732,0.22880754853000168,0.0,
2021-08-02,0.0,124.0,121.0,3.0,164048.0,79341.0,0.24623125803019644,0.23063305563145686,0.0,
2021-08-03,0.0,124.0,121.0,3.0,168170.0,82284.0,0.2496584441330876,0.23918794002569663,0.0,
2021-08-04,0.0,124.0,121.0,3.0,169974.0,84043.0,0.24978925276296896,0.2443011040248362,0.0,
2021-08-05,0.0,124.0,121.0,3.0,170831.0,85228.0,0.24883580319405604,0.2477457312783782,0.0,
2021-08-06,0.0,124.0,121.0,3.0,171540.0,86247.0,0.2479346770770957,0.2507078200305802,0.0,
2021-08-07,0.0,124.0,121.0,3.0,173549.0,88212.0,0.24806257884853525,0.25641979686873206,0.0,
2021-08-08,0.0,124.0,121.0,3.0,174961.0,89739.0,0.24772829012772735,0.26085856970937227,0.0,
2021-08-09,0.0,124.0,121.0,3.0,175425.0,90765.0,0.24609463568343148,0.2638410064706669,0.0,
2021-08-10,0.0,124.0,121.0,3.0,178484.0,93380.0,0.24738528083159406,0.27144244129599376,0.0,
2021-08-11,0.0,124.0,121.0,3.0,179252.0,94513.0,0.24632427750033428,0.2747359119105618,0.0,
2021-08-12,1.0,125.0,121.0,3.0,180795.0,97035.0,0.24347846308580465,0.28206700890080055,0.14285714285714285,
2021-08-13,4.0,129.0,121.0,3.0,181701.0,98445.0,0.24201340643113362,0.28616567930374925,0.7142857142857143,
2021-08-14,1.0,130.0,121.0,3.0,185330.0,103014.0,0.23928095949583447,0.2994471155243682,0.8571428571428571,
2021-08-15,3.0,133.0,121.0,3.0,186020.0,104279.0,0.2376095158917951,0.3031242914532548,1.2857142857142858,
2021-08-16,19.0,152.0,121.0,3.0,186398.0,104819.0,0.23713860482422228,0.3046939950118309,4.0,27.999999999999996
2021-08-17,17.0,169.0,121.0,3.0,188473.0,107593.0,0.23510671077339876,0.3127576203294052,6.428571428571429,8.8
2021-08-18,22.0,191.0,121.0,3.0,192325.0,110697.0,0.23728104088787083,0.321780508932776,9.571428571428571,10.333333333333334
2021-08-19,16.0,207.0,121.0,3.0,194124.0,112125.0,0.23835948536978147,0.32593150278767724,11.714285714285714,8.555555555555555
2021-08-20,11.0,218.0,121.0,3.0,197963.0,117405.0,0.2341707023551367,0.3412797153604214,12.714285714285714,3.035714285714286
2021-08-21,8.0,226.0,121.0,3.0,202117.0,122835.0,0.23046155098339022,0.35706395669943664,13.714285714285714,1.6818181818181817
2021-08-22,19.0,245.0,121.0,3.0,203233.0,123827.0,0.23082200143017437,0.3599475602737098,16.0,1.225806451612903
2021-08-23,16.0,261.0,121.0,3.0,203753.0,124694.0,0.22981332155086712,0.36246780654275695,15.571428571428571,0.9090909090909091
2021-08-24,30.0,291.0,121.0,3.0,208704.0,129260.0,0.23093246205096304,0.3757405221880505,17.428571428571427,0.9882352941176471
2021-08-25,9.0,300.0,121.0,3.0,210461.0,130437.0,0.23261843994721146,0.379161894574058,15.571428571428571,1.108108108108108
2021-08-26,14.0,314.0,121.0,3.0,213188.0,133495.0,0.23165626980297313,0.3880510676891057,15.285714285714286,1.1578947368421053
2021-08-27,21.0,335.0,123.0,3.0,217121.0,137456.0,0.23157487776660252,0.3995651339771056,16.714285714285715,1.2857142857142858
2021-08-28,26.0,361.0,129.0,3.0,219019.0,139112.0,0.23227833750951996,0.40437889155673895,19.285714285714285,1.1904761904761905
2021-08-29,13.0,374.0,141.0,3.0,219019.0,139112.0,0.23227833750951996,0.40437889155673895,18.428571428571427,1.0121951219512197
2021-08-30,12.0,386.0,147.0,3.0,220620.0,140871.0,0.23181905387571436,0.40949205555587853,17.857142857142858,0.9772727272727272
2021-08-31,13.0,399.0,154.0,3.0,222267.0,142253.0,0.23258937136279337,0.41350933392245665,15.428571428571429,0.9444444444444444
2021-09-01,23.0,422.0,163.0,3.0,226837.0,147551.0,0.23047317841715745,0.4289098699471533,17.428571428571427,0.8699999999999999
2021-09-02,12.0,434.0,173.0,3.0,229753.0,150907.0,0.2291941607027621,0.4386652868778596,17.142857142857142,0.8795180722891566
2021-09-03,18.0,452.0,194.0,3.0,232027.0,153262.0,0.22895870516897568,0.4455109385083165,16.714285714285715,0.9069767441860466
2021-09-04,32.0,484.0,242.0,3.0,235156.0,155901.0,0.23038306580546142,0.4531821379362468,17.571428571428573,1.1529411764705884
2021-09-05,15.0,499.0,259.0,3.0,237037.0,157819.0,0.23027551204311453,0.45875749242763375,17.857142857142858,1.149425287356322
2021-09-06,11.0,510.0,285.0,3.0,238621.0,159406.0,0.2302667914677891,0.46337067677478244,17.714285714285715,1.2054794520547947
2021-09-07,19.0,529.0,296.0,3.0,241314.0,161561.0,0.2318306813094816,0.4696349567168778,18.571428571428573,1.217948717948718
2021-09-08,20.0,549.0,315.0,3.0,244812.0,164796.0,0.232595185079677,0.4790386437761254,18.142857142857142,0.9897959183673468
2021-09-09,15.0,564.0,334.0,3.0,247712.0,167412.0,0.23342073287715034,0.4866429854598941,18.571428571428573,0.8
2021-09-10,24.0,588.0,347.0,3.0,250647.0,169867.0,0.234816024929218,0.49377932293453175,19.428571428571427,1.0113636363636362
2021-09-11,15.0,603.0,351.0,3.0,253683.0,172327.0,0.23649037539169918,0.5009301947013785,17.0,0.9789473684210527
2021-09-12,15.0,618.0,376.0,3.0,255916.0,174745.0,0.23595260657996478,0.5079589784136692,17.0,0.9175257731958764
2021-09-13,13.0,631.0,383.0,3.0,258506.0,176741.0,0.2376792804943985,0.5137610678635172,17.285714285714285,1.025
2021-09-14,22.0,653.0,398.0,3.0,261019.0,179214.0,0.2377955548320708,0.5209497287901074,17.714285714285715,1.0
2021-09-15,13.0,666.0,420.0,3.0,264553.0,182220.0,0.2393303760893452,0.529687745266181,16.714285714285715,0.8387096774193548
2021-09-16,15.0,681.0,437.0,3.0,267580.0,184782.0,0.24068206526478572,0.5371351165940921,16.714285714285715,0.8764044943820224
2021-09-17,30.0,711.0,463.0,3.0,270604.0,187269.0,0.2422430482480364,0.5443644735388676,17.571428571428573,1.1341463414634148
2021-09-18,15.0,726.0,486.0,3.0,273896.0,189977.0,0.24394065357805206,0.5522362461992826,17.571428571428573,1.0674157303370786
2021-09-19,17.0,743.0,498.0,3.0,276455.0,192437.0,0.244228432563791,0.5593871179661293,17.857142857142858,1.153846153846154
2021-09-20,7.0,750.0,524.0,3.0,279200.0,193675.0,0.24860906823559506,0.5629858087170871,17.0,1.076923076923077
2021-09-21,16.0,766.0,536.0,3.0,282371.0,195884.0,0.25140546605661396,0.5694070590150401,16.142857142857142,0.9139784946236559
2021-09-22,17.0,783.0,558.0,3.0,285541.0,199429.0,0.2503153941409361,0.579711872191248,16.714285714285715,0.7578947368421053
2021-09-23,16.0,799.0,585.0,3.0,288748.0,202012.0,0.25212927380862404,0.5872202875464371,16.857142857142858,0.8111111111111111
2021-09-24,19.0,818.0,598.0,3.0,292512.0,204553.0,0.2556843616829548,0.5946066148470702,15.285714285714286,0.8928571428571428
2021-09-25,32.0,850.0,614.0,3.0,295636.0,207427.0,0.25641107629340665,0.6029609260088252,17.714285714285715,1.1764705882352942
2021-09-26,25.0,875.0,632.0,3.0,298711.0,209829.0,0.2583673920247432,0.6099431999860471,18.857142857142858,1.5138888888888888
2021-09-27,19.0,894.0,636.0,4.0,301468.0,211484.0,0.26157075002761515,0.6147540507072387,20.571428571428573,1.5205479452054795
2021-09-28,13.0,907.0,660.0,4.0,304728.0,214112.0,0.26340788456283754,0.622393274692309,20.142857142857142,1.4400000000000002
2021-09-29,22.0,929.0,688.0,4.0,308002.0,217276.0,0.2637276389914364,0.6315905748021883,20.857142857142858,1.1099999999999999
2021-09-30,31.0,960.0,710.0,4.0,310005.0,219298.0,0.263672408681042,0.6374682425715232,23.0,1.0091743119266054
2021-10-01,52.0,1012.0,734.0,6.0,313892.0,222800.0,0.26479154918113795,0.6476480608347335,27.714285714285715,1.2342342342342343
2021-10-02,52.0,1064.0,739.0,6.0,316885.0,225923.0,0.264413657583703,0.6567261797484986,30.571428571428573,1.574074074074074
2021-10-03,38.0,1102.0,754.0,6.0,319001.0,229122.0,0.26126552989122537,0.6660252199038411,32.42857142857143,1.7567567567567568
2021-10-04,28.0,1130.0,762.0,8.0,321082.0,231641.0,0.2599923258937136,0.6733475963187545,33.714285714285715,1.8272727272727274
2021-10-05,33.0,1163.0,771.0,8.0,322864.0,233267.0,0.2604457958106356,0.6780741481451337,36.57142857142857,1.4817518248175183
2021-10-06,28.0,1191.0,788.0,9.0,325830.0,236813.0,0.2587598179143872,0.6883818681797834,37.42857142857143,1.052941176470588
2021-10-07,41.0,1232.0,816.0,9.0,328130.0,240341.0,0.25519019574784746,0.6986372647624806,38.857142857142854,0.8615384615384616
2021-10-08,40.0,1272.0,833.0,9.0,330243.0,244186.0,0.25015551692663673,0.7098141354712308,37.142857142857146,0.8457711442786069
2021-10-09,25.0,1297.0,858.0,9.0,331508.0,247348.0,0.24464120646252768,0.7190056218642265,33.285714285714285,0.8226600985221674
2021-10-10,30.0,1327.0,885.0,9.0,332741.0,250577.0,0.2388391170126797,0.7283918677728232,32.142857142857146,0.9162011173184358
2021-10-11,32.0,1359.0,904.0,9.0,333508.0,253134.0,0.23363584040184412,0.7358247048085252,32.714285714285715,1.0
2021-10-12,28.0,1387.0,937.0,9.0,334425.0,256495.0,0.22653147837006635,0.7455946560314406,32.0,0.9117647058823529
2021-10-13,51.0,1438.0,955.0,9.0,335436.0,261070.0,0.21617143488346405,0.7588935334027104,35.285714285714285,0.9940119760479044
